1, none, minecraft:the_void, MONSTER, iter_rpg:air_elemental, 12, 1, 2
7032, none, autumnity:pumpkin_fields, MONSTER, alexsmobs:farseer, 30, 1, 1
7033, none, autumnity:pumpkin_fields, MONSTER, alexsmobs:murmur, 10, 1, 1
7034, none, autumnity:pumpkin_fields, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
7035, none, autumnity:pumpkin_fields, MONSTER, epicsamurai:enenra, 10, 1, 2
7036, none, autumnity:pumpkin_fields, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
7037, none, autumnity:pumpkin_fields, MONSTER, iter_rpg:bloated, 10, 1, 1
7038, none, autumnity:pumpkin_fields, MONSTER, iter_rpg:void_elemental, 10, 1, 1
7039, none, autumnity:pumpkin_fields, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
7040, none, autumnity:pumpkin_fields, MONSTER, iter_rpg:water_elemental, 16, 1, 2
7041, none, autumnity:pumpkin_fields, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
7042, none, autumnity:pumpkin_fields, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
7043, none, autumnity:pumpkin_fields, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
7044, none, autumnity:pumpkin_fields, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
7045, none, autumnity:pumpkin_fields, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
7046, none, autumnity:pumpkin_fields, MONSTER, minecraft:pig, 40, 1, 1
7047, none, autumnity:pumpkin_fields, CREATURE, autumnity:turkey, 10, 4, 4
7048, none, autumnity:pumpkin_fields, CREATURE, autumnity:snail, 16, 2, 2
7049, none, autumnity:pumpkin_fields, AMBIENT, minecraft:bat, 10, 8, 8
7050, none, autumnity:pumpkin_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
7051, none, autumnity:pumpkin_fields, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7052, none, autumnity:pumpkin_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7053, none, autumnity:pumpkin_fields, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7054, none, autumnity:pumpkin_fields, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
7055, none, autumnity:pumpkin_fields, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
7056, none, autumnity:pumpkin_fields, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
7057, none, autumnity:pumpkin_fields, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7058, none, autumnity:pumpkin_fields, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7059, none, autumnity:pumpkin_fields, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
7060, none, autumnity:pumpkin_fields, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
7061, none, autumnity:pumpkin_fields, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
7062, none, autumnity:pumpkin_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7063, none, autumnity:pumpkin_fields, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7064, none, autumnity:pumpkin_fields, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
7065, none, autumnity:pumpkin_fields, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7066, none, galosphere:crystal_canyons, MONSTER, minecraft:spider, 80, 4, 4
7067, none, galosphere:crystal_canyons, MONSTER, minecraft:zombie, 80, 4, 4
7068, none, galosphere:crystal_canyons, MONSTER, minecraft:zombie_villager, 10, 1, 1
7069, none, galosphere:crystal_canyons, MONSTER, minecraft:skeleton, 80, 4, 4
7070, none, galosphere:crystal_canyons, MONSTER, minecraft:creeper, 80, 4, 4
7071, none, galosphere:crystal_canyons, MONSTER, minecraft:slime, 80, 4, 4
7072, none, galosphere:crystal_canyons, MONSTER, minecraft:enderman, 5, 1, 4
7073, none, galosphere:crystal_canyons, MONSTER, minecraft:witch, 5, 1, 1
7074, none, galosphere:crystal_canyons, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
7075, none, galosphere:crystal_canyons, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
7076, none, galosphere:crystal_canyons, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
7077, none, galosphere:crystal_canyons, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
7078, none, galosphere:crystal_canyons, MONSTER, rottencreatures:undead_miner, 20, 1, 4
7079, none, galosphere:crystal_canyons, MONSTER, minecraft:illusioner, 10, 1, 1
7080, none, galosphere:crystal_canyons, MONSTER, majruszsdifficulty:tank, 10, 1, 1
7081, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
7082, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
7083, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
7084, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
7085, none, galosphere:crystal_canyons, MONSTER, iter_rpg:water_elemental, 16, 1, 2
7086, none, galosphere:crystal_canyons, MONSTER, iter_rpg:void_elemental, 10, 1, 1
7087, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
7088, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
7089, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
7090, none, galosphere:crystal_canyons, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
7091, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
7092, none, galosphere:crystal_canyons, MONSTER, iter_rpg:scallop, 32, 1, 6
7093, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
7094, none, galosphere:crystal_canyons, MONSTER, irons_spellbooks:necromancer, 18, 1, 1
7095, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:wither_scuttler, 15, 1, 1
7096, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
7097, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
7098, none, galosphere:crystal_canyons, MONSTER, quark:toretoise, 80, 2, 4
7099, none, galosphere:crystal_canyons, MONSTER, quark:stoneling, 80, 1, 1
7100, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
7101, none, galosphere:crystal_canyons, MONSTER, alexsmobs:centipede_head, 10, 1, 1
7102, none, galosphere:crystal_canyons, MONSTER, alexsmobs:farseer, 30, 1, 1
7103, none, galosphere:crystal_canyons, MONSTER, alexsmobs:murmur, 10, 1, 1
7104, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
7105, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:spirit_guide, 12, 1, 1
7106, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
7107, none, galosphere:crystal_canyons, MONSTER, iter_rpg:spiderling, 10, 3, 5
7108, none, galosphere:crystal_canyons, MONSTER, iter_rpg:air_elemental, 12, 1, 2
7109, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
7110, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
7111, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
7112, none, galosphere:crystal_canyons, MONSTER, epicsamurai:enenra, 10, 1, 2
7113, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
7114, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
7115, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
7116, none, galosphere:crystal_canyons, MONSTER, dungeons_mobs:wraith, 20, 1, 1
7117, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
7118, none, galosphere:crystal_canyons, MONSTER, iter_rpg:bloated, 10, 1, 1
7119, none, galosphere:crystal_canyons, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
7120, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
7121, none, galosphere:crystal_canyons, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
7122, none, galosphere:crystal_canyons, MONSTER, iter_rpg:giant_spider, 10, 1, 1
7123, none, galosphere:crystal_canyons, CREATURE, naturalist:snail, 10, 2, 3
7124, none, galosphere:crystal_canyons, AMBIENT, minecraft:bat, 10, 8, 8
7125, none, galosphere:crystal_canyons, AMBIENT, alexsmobs:fly, 10, 2, 3
7126, none, galosphere:crystal_canyons, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7127, none, galosphere:crystal_canyons, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7128, none, galosphere:crystal_canyons, UNDERGROUND_WATER_CREATURE, galosphere:sparkle, 30, 4, 6
7129, none, galosphere:crystal_canyons, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7130, none, galosphere:crystal_canyons, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7131, none, galosphere:crystal_canyons, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7132, none, galosphere:crystal_canyons, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
7133, none, galosphere:crystal_canyons, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7134, none, galosphere:crystal_canyons, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
7135, none, galosphere:crystal_canyons, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
7136, none, galosphere:crystal_canyons, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7137, none, galosphere:crystal_canyons, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7138, none, galosphere:crystal_canyons, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
7139, none, galosphere:crystal_canyons, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
7140, none, galosphere:crystal_canyons, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7141, none, galosphere:crystal_canyons, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
7142, none, galosphere:crystal_canyons, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
7143, none, galosphere:crystal_canyons, rascals, friendsandfoes:rascal, 10, 1, 1
7144, none, galosphere:lichen_caves, MONSTER, minecraft:spider, 80, 4, 4
7145, none, galosphere:lichen_caves, MONSTER, minecraft:zombie, 80, 4, 4
7146, none, galosphere:lichen_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
7147, none, galosphere:lichen_caves, MONSTER, minecraft:skeleton, 80, 4, 4
7148, none, galosphere:lichen_caves, MONSTER, minecraft:creeper, 80, 4, 4
7149, none, galosphere:lichen_caves, MONSTER, minecraft:slime, 80, 4, 4
7150, none, galosphere:lichen_caves, MONSTER, minecraft:enderman, 5, 1, 4
7151, none, galosphere:lichen_caves, MONSTER, minecraft:witch, 5, 1, 1
7152, none, galosphere:lichen_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
7153, none, galosphere:lichen_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
7154, none, galosphere:lichen_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
7155, none, galosphere:lichen_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
7156, none, galosphere:lichen_caves, MONSTER, rottencreatures:undead_miner, 20, 1, 4
7157, none, galosphere:lichen_caves, MONSTER, minecraft:illusioner, 10, 1, 1
7158, none, galosphere:lichen_caves, MONSTER, majruszsdifficulty:tank, 10, 1, 1
7159, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
7160, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
7161, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
7162, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
7163, none, galosphere:lichen_caves, MONSTER, iter_rpg:water_elemental, 16, 1, 2
7164, none, galosphere:lichen_caves, MONSTER, iter_rpg:void_elemental, 10, 1, 1
7165, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
7166, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
7167, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
7168, none, galosphere:lichen_caves, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
7169, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
7170, none, galosphere:lichen_caves, MONSTER, iter_rpg:scallop, 32, 1, 6
7171, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
7172, none, galosphere:lichen_caves, MONSTER, irons_spellbooks:necromancer, 18, 1, 1
7173, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:wither_scuttler, 15, 1, 1
7174, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
7175, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
7176, none, galosphere:lichen_caves, MONSTER, quark:toretoise, 80, 2, 4
7177, none, galosphere:lichen_caves, MONSTER, quark:stoneling, 80, 1, 1
7178, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
7179, none, galosphere:lichen_caves, MONSTER, alexsmobs:centipede_head, 10, 1, 1
7180, none, galosphere:lichen_caves, MONSTER, alexsmobs:farseer, 30, 1, 1
7181, none, galosphere:lichen_caves, MONSTER, alexsmobs:murmur, 10, 1, 1
7182, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
7183, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:spirit_guide, 12, 1, 1
7184, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
7185, none, galosphere:lichen_caves, MONSTER, iter_rpg:spiderling, 10, 3, 5
7186, none, galosphere:lichen_caves, MONSTER, iter_rpg:air_elemental, 12, 1, 2
7187, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
7188, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
7189, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
7190, none, galosphere:lichen_caves, MONSTER, epicsamurai:enenra, 10, 1, 2
7191, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
7192, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
7193, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
7194, none, galosphere:lichen_caves, MONSTER, dungeons_mobs:wraith, 20, 1, 1
7195, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
7196, none, galosphere:lichen_caves, MONSTER, iter_rpg:bloated, 10, 1, 1
7197, none, galosphere:lichen_caves, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
7198, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
7199, none, galosphere:lichen_caves, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
7200, none, galosphere:lichen_caves, MONSTER, iter_rpg:giant_spider, 10, 1, 1
7201, none, galosphere:lichen_caves, CREATURE, naturalist:snail, 10, 2, 3
7202, none, galosphere:lichen_caves, AMBIENT, minecraft:bat, 10, 8, 8
7203, none, galosphere:lichen_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
7204, none, galosphere:lichen_caves, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7205, none, galosphere:lichen_caves, AMBIENT, galosphere:spectre, 20, 8, 8
7206, none, galosphere:lichen_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7207, none, galosphere:lichen_caves, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7208, none, galosphere:lichen_caves, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7209, none, galosphere:lichen_caves, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
7210, none, galosphere:lichen_caves, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7211, none, galosphere:lichen_caves, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
7212, none, galosphere:lichen_caves, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
7213, none, galosphere:lichen_caves, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7214, none, galosphere:lichen_caves, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7215, none, galosphere:lichen_caves, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
7216, none, galosphere:lichen_caves, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
7217, none, galosphere:lichen_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7218, none, galosphere:lichen_caves, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
7219, none, galosphere:lichen_caves, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
7220, none, galosphere:lichen_caves, rascals, friendsandfoes:rascal, 10, 1, 1
7221, none, witherstormmod:bowels, MONSTER, iter_rpg:air_elemental, 12, 1, 2
7222, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
7223, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
7224, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
7225, none, witherstormmod:bowels, MONSTER, iter_rpg:scallop, 32, 1, 6
7226, none, witherstormmod:bowels, MONSTER, quark:stoneling, 80, 1, 1
7227, none, witherstormmod:bowels, MONSTER, quark:toretoise, 80, 2, 4
7228, none, witherstormmod:bowels, MONSTER, iter_rpg:giant_spider, 10, 1, 1
7229, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
7230, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
7231, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
7232, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
7233, none, witherstormmod:bowels, MONSTER, iter_rpg:spiderling, 10, 3, 5
7234, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
7235, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
7236, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
7237, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:spirit_guide, 12, 1, 1
7238, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
7239, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:wither_scuttler, 15, 1, 1
7240, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
7241, none, witherstormmod:bowels, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
7242, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
7243, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
7244, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
7245, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
7246, none, witherstormmod:bowels, MONSTER, alexsmobs:farseer, 30, 1, 1
7247, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
7248, none, witherstormmod:bowels, MONSTER, iter_rpg:bloated, 10, 1, 1
7249, none, witherstormmod:bowels, MONSTER, iter_rpg:void_elemental, 10, 1, 1
7250, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
7251, none, witherstormmod:bowels, MONSTER, iter_rpg:water_elemental, 16, 1, 2
7252, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
7253, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
7254, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
7255, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
7256, none, witherstormmod:bowels, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
7257, none, witherstormmod:bowels, AMBIENT, alexsmobs:fly, 10, 2, 3
7258, none, witherstormmod:bowels, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7259, none, witherstormmod:bowels, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
7260, none, witherstormmod:bowels, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
7261, none, witherstormmod:bowels, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
7262, none, witherstormmod:bowels, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7263, none, witherstormmod:bowels, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7264, none, witherstormmod:bowels, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
7265, none, witherstormmod:bowels, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
7266, none, witherstormmod:bowels, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
7267, none, witherstormmod:bowels, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7268, none, witherstormmod:bowels, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
7269, none, witherstormmod:bowels, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7270, nether, incendium:toxic_heap, MONSTER, minecraft:phantom, 10, 1, 1
7271, nether, incendium:toxic_heap, MONSTER, minecraft:magma_cube, 80, 1, 3
7272, nether, incendium:toxic_heap, MONSTER, iter_rpg:air_elemental, 12, 1, 2
7273, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
7274, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
7275, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
7276, nether, incendium:toxic_heap, MONSTER, iter_rpg:scallop, 32, 1, 6
7277, nether, incendium:toxic_heap, MONSTER, iter_rpg:giant_spider, 10, 1, 1
7278, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
7279, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
7280, nether, incendium:toxic_heap, MONSTER, epicsamurai:oni, 10, 1, 1
7281, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
7282, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
7283, nether, incendium:toxic_heap, MONSTER, iter_rpg:spiderling, 10, 3, 5
7284, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
7285, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
7286, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
7287, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:spirit_guide, 12, 1, 1
7288, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
7289, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:wither_scuttler, 15, 1, 1
7290, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
7291, nether, incendium:toxic_heap, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
7292, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
7293, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
7294, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
7295, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
7296, nether, incendium:toxic_heap, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
7297, nether, incendium:toxic_heap, MONSTER, alexsmobs:farseer, 30, 1, 1
7298, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
7299, nether, incendium:toxic_heap, MONSTER, iter_rpg:bloated, 10, 1, 1
7300, nether, incendium:toxic_heap, MONSTER, iter_rpg:void_elemental, 10, 1, 1
7301, nether, incendium:toxic_heap, MONSTER, epicsamurai:akaname, 10, 2, 5
7302, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
7303, nether, incendium:toxic_heap, MONSTER, iter_rpg:water_elemental, 16, 1, 2
7304, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
7305, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
7306, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
7307, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
7308, nether, incendium:toxic_heap, MONSTER, majruszsdifficulty:cerberus, 10, 1, 1
7309, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
7310, nether, incendium:toxic_heap, MONSTER, minecraft:zombified_piglin, 10, 1, 4
7311, nether, incendium:toxic_heap, MONSTER, minecraft:ghast, 10, 4, 4
7312, nether, incendium:toxic_heap, CREATURE, minecraft:strider, 60, 1, 2
7313, nether, incendium:toxic_heap, CREATURE, alexsmobs:laviathan, 15, 1, 1
7314, nether, incendium:toxic_heap, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
7315, nether, incendium:toxic_heap, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
7316, nether, incendium:toxic_heap, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 10, 1, 2
7317, nether, incendium:weeping_valley, MONSTER, minecraft:skeleton, 25, 5, 5
7318, nether, incendium:weeping_valley, MONSTER, minecraft:ghast, 50, 4, 4
7319, nether, incendium:weeping_valley, MONSTER, minecraft:enderman, 5, 4, 4
7320, nether, incendium:weeping_valley, MONSTER, minecraft:magma_cube, 20, 2, 4
7321, nether, incendium:weeping_valley, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
7322, nether, incendium:weeping_valley, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
